//Some tables have a BLOB table tied to them. In this case if the row exists increment the version and insert a new entry. If the row doesnt exist use version 1. If the row was unchanged do nothing and leave as is
//Site comes from /prisma/seed/import/config.ts
=== ProcessType ===
//For anything Process realted later it will have to use the name to link back and get the ID
name                                               Description
-------------------------------------------------- ----------------------------------------------------------------------------------------------------
ALL                                                All
ASSY                                               Full Assembly
BLANK                                              BLANK
CNC                                                CNC
MET                                                Metallization
MOLD                                               Molding
N/A                                                N/A
PAINT                                              Paint
SUBASSY                                            Sub Assembly

(9 rows affected)

=== Product ===
//For anything Part realted later it will have to use the name to link back and get the ID
sku                                                                                                  Name                                               weight        itemCost
OFJBO1                                             OFJBO1                                             1                                                  Fussy 350ml Juice Bottle Only                      1
OFLAU01                                            OFLAU01                                            1                                                  Fussy Laundry Basket                               1
OFLB01                                             OFLB01                                             1                                                  Fussy Linen Basket Base                            1
OFLB02                                             OFLB02                                             1                                                  Fussy Linen Basket Lid                             1
OFLB03                                             OFLB03                                             1                                                  Fussy Linen Basket Handle                          1
OFLB03                                             OFLB03                                             2                                                  Fussy Linen Basket Handle                          1
OFLBB                                              OFLBB                                              1                                                  Fussy 1L Lunch Box Base                            1
OFLBB                                              OFLBB                                              2                                                  Fussy 1L Lunch Box Base                            1
OFLBB001                                           OFLBB001                                           1                                                  Fussy Snack Box Base                               1
OFLBB1                                             OFLBB1                                             1                                                  Fussy 1.2 L Step Lunch Box Base                    1
OFLBB2                                             OFLBB2                                             1                                                  Fussy New Mini Lunch Base                          1
OFLBH02                                            OFLBH02                                            1                                                  Fussy Mini Hinged Lunch Box                        1
OFLBJ1                                             OFLBJ1                                             1                                                  Fussy Jumbo Lunch Box                              1
OFLBL                                              OFLBL                                              1                                                  Fussy 1L Lunch Box Lid                             1
OFLBL                                              OFLBL                                              2                                                  Fussy 1L Lunch Box Lid                             1
OFLBL001                                           OFLBL001                                           1                                                  Fussy Snack Box Lid                                1
OFLBL1                                             OFLBL1                                             1                                                  Fussy 1.2 L Stepped Lunch Box Lid                  1
OFLBL2                                             OFLBL2                                             1                                                  Fussy New Mini Lunch Lid                           1
OFLBTSB                                            OFLBTSB                                            1                                                  Fussy Twin Slice Lunch Box Base                    1
OFLBTSL                                            OFLBTSL                                            1                                                  Fussy Twin Slice Lunch Box Lid                     1
OFLEO001                                           OFLEO001                                           1                                                  Fussy 6.5L Leo Bowl Base                           1
OFLEO002                                           OFLEO002                                           1                                                  Fussy 6.5L Leo Bowl Lid                            1
OFLEO003                                           OFLEO003                                           1                                                  Fussy 10L Leo Bowl Base                            1
OFLEO004                                           OFLEO004                                           1                                                  Fussy 10L Leo Bowl Lid                             1
OFLEO005                                           OFLEO005                                           1                                                  Fussy 4.0L Leo Bowl Base                           1
OFLEO006                                           OFLEO006                                           1                                                  Fussy 4.0L Leo Bowl Lid                            1
OFLH01                                             OFLH01                                             1                                                  Fussy Hinge Lunch Box                              1
OFLH02                                             OFLH02                                             1                                                  Fussy Bottle Hinged Lunch Box Base                 1
OFLH03                                             OFLH03                                             1                                                  Fussy Slim Hinged Lunch Box Base                   1
OFLHB1                                             OFLHB1                                             1                                                  Fussy New Big Hinge Clip                           1
OFLHB1                                             OFLHB1                                             2                                                  Fussy New Big Hinge Clip                           1
OFLHB1                                             OFLHB1                                             3                                                  Fussy New Big Hinge Clip                           1
OFLHB1                                             OFLHB1                                             4                                                  Fussy New Big Hinge Clip                           1
OFLHB1                                             OFLHB1                                             5                                                  Fussy New Big Hinge Clip                           1
OFLHB1                                             OFLHB1                                             6                                                  Fussy New Big Hinge Clip                           1
OFMIX01                                            OFMIX01                                            1                                                  Fussy 24cm Mixing Bowl                             1
OFMIX02                                            OFMIX02                                            1                                                  Fussy 28cm Mixing Bowl                             1
OFMM001                                            OFMM001                                            1                                                  Munch Mate Base 500ml                              1
OFMM0011                                           OFMM0011                                           1                                                  Munch Mate Lid 500ml                               1
OFMM002                                            OFMM002                                            1                                                  Munch Mate Base 800ml                              1
OFMM0021                                           OFMM0021                                           1                                                  Munch Mate Lid 800ml                               1
OFMM003                                            OFMM003                                            1                                                  Munch Mate Base 1500ml                             1
OFMM0030                                           OFMM0030                                           1                                                  Munch Mate Division Base 1500ml                    1
OFMM0031                                           OFMM0031                                           1                                                  Munch Mate Lid 1500ml                              1
OFMSBL                                             OFMSBL                                             1                                                  Fussy Multi Storer Base Large                      1
OFMSBM                                             OFMSBM                                             1                                                  Fussy Multi Storer Base Medium                     1
OFMSBM01                                           OFMSBM01                                           1                                                  Fussy Multi Storer Base Mini                       1
OFMSBS                                             OFMSBS                                             1                                                  Fussy Multi Storer Base Small                      1
OFMSLL                                             OFMSLL                                             1                                                  Fussy Multi Storer Lid Large                       1
OFMSLM                                             OFMSLM                                             1                                                  Fussy Multi Storer Lid Medium                      1
OFMSLM01                                           OFMSLM01                                           1                                                  Fussy Multi Storer Lid Mini                        1
OFMSLS                                             OFMSLS                                             1                                                  Fussy Multi Storer Lid Small                       1
OFMUG1                                             OFMUG1                                             1                                                  Fussy 350ml Mugs                                   1
OFMUG1                                             OFMUG1                                             2                                                  Fussy 350ml Mugs                                   1
OFO751                                             OFO751                                             1                                                  Fussy  Stroke 5 Caps Yellow/1000                   1
OFPEN01                                            OFPEN01                                            1                                                  Fussy Pencil Case                                  1
OFPL01                                             OFPL01                                             1                                                  Fussy Deep Plates                                  1
OFPL01                                             OFPL01                                             2                                                  Fussy Deep Plates                                  1
OFSA001                                            OFSA001                                            1                                                  Fussy Space Saver Base 1000ml                      1
OFSA002                                            OFSA002                                            1                                                  Fussy Space Saver Lid 1000ml                       1
OFSB00                                             OFSB00                                             1                                                  Fussy Shoe Bix Lid                                 1
OFSB01                                             OFSB01                                             1                                                  Fussy Shoe Box Base                                1
OFSBB01                                            OFSBB01                                            1                                                  Fussy Storage Box Base 50L                         1
OFSBB02                                            OFSBB02                                            1                                                  Fussy Storage Box Base 30L                         1
OFSBB03                                            OFSBB03                                            1                                                  Fussy Storage Box Base 1.9L                        1
OFSBB04                                            OFSBB04                                            1                                                  Fussy Storage Box Base 1.7L                        1
OFSBB05                                            OFSBB05                                            1                                                  Fussy Storage Box Base 1.2L                        1
OFSBB10                                            OFSBB10                                            1                                                  Fussy Salad Bowl Base                              1
OFSBH01                                            OFSBH01                                            1                                                  Fussy Storage Box Handles 30/50L                   1
OFSBH01                                            OFSBH01                                            2                                                  Fussy Storage Box Handles 30/50L                   1
OFSBH01                                            OFSBH01                                            3                                                  Fussy Storage Box Handles 30/50L                   1
OFSBH01                                            OFSBH01                                            4                                                  Fussy Storage Box Handles 30/50L                   1
OFSBH02                                            OFSBH02                                            1                                                  Fussy Storage Box Handles 1.2L/1.7L/1.9L           1
OFSBH02                                            OFSBH02                                            2                                                  Fussy Storage Box Handles 1.2L/1.7L/1.9L           1
OFSBH02                                            OFSBH02                                            3                                                  Fussy Storage Box Handles 1.2L/1.7L/1.9L           1
OFSBH02                                            OFSBH02                                            4                                                  Fussy Storage Box Handles 1.2L/1.7L/1.9L           1
OFSBL01                                            OFSBL01                                            1                                                  Fussy Storage Box Lid 30/50L                       1
OFSBL02                                            OFSBL02                                            1                                                  Fussy Storage Box Lid 1.7L                         1
OFSBL03                                            OFSBL03                                            1                                                  Fussy Storage Box Lid 1.2/1.9L                     1
OFSBL03                                            OFSBL03                                            2                                                  Fussy Storage Box Lid 1.2/1.9L                     1
OFSBL10                                            OFSBL10                                            1                                                  Fussy Salad Bowl Lid                               1
OFSBW01                                            OFSBW01                                            1                                                  Fussy Storage Box Wheels 30/50L                    1
OFSBW01                                            OFSBW01                                            2                                                  Fussy Storage Box Wheels 30/50L                    1
OFSBW01                                            OFSBW01                                            3                                                  Fussy Storage Box Wheels 30/50L                    1
OFSBW01                                            OFSBW01                                            4                                                  Fussy Storage Box Wheels 30/50L                    1
OFSBW01                                            OFSBW01                                            5                                                  Fussy Storage Box Wheels 30/50L                    1
OFSBW01                                            OFSBW01                                            6                                                  Fussy Storage Box Wheels 30/50L                    1
OFSFB01                                            OFSFB01                                            1                                                  Fussy Stay Fresh Base 600ml                        1
OFSFL01                                            OFSFL01                                            1                                                  Fussy Stay Fresh Lid 600ml                         1
OFSP001                                            OFSP001                                            1                                                  Fussy 500ml Sports Bottle                          1
OFSP002                                            OFSP002                                            1                                                  Fussy 300ml Sports Bottle Round                    1
OFSP0021                                           OFSP0021                                           1                                                  Fussy 300ml Sports Bottle Cap                      1
OFSP0021                                           OFSP0021                                           2                                                  Fussy 300ml Sports Bottle Cap                      1
OFSP0022                                           OFSP0022                                           1                                                  Fussy 300ml Sports Bottle Spout                    1
OFSP0022                                           OFSP0022                                           2                                                  Fussy 300ml Sports Bottle Spout                    1
OFSP0022                                           OFSP0022                                           3                                                  Fussy 300ml Sports Bottle Spout                    1
OFSPI01                                            OFSPI01                                            1                                                  Fussy Spice Bowl & Lid                             1
OFSPI02                                            OFSPI02                                            1                                                  Fussy New Spice Lid                                1
OFSPI02                                            OFSPI02                                            2                                                  Fussy New Spice Lid                                1
OFSPI03                                            OFSPI03                                            1                                                  Fussy New Spice Base                               1
OFSPI03                                            OFSPI03                                            2                                                  Fussy New Spice Base                               1
OFSSB01                                            OFSSB01                                            1                                                  Fussy Super Storer Base Large                      1
OFSSB02                                            OFSSB02                                            1                                                  Fussy Super Storer Base Medium                     1
OFSSB03                                            OFSSB03                                            1                                                  Fussy Super Storer Base Small                      1
OFSSL01                                            OFSSL01                                            1                                                  Fussy Super Storer Lid Large                       1
OFSSL02                                            OFSSL02                                            1                                                  Fussy Super Storer Lid Medium                      1
OFSSL03                                            OFSSL03                                            1                                                  Fussy Super Storer Lid Small                       1
OFTB01                                             OFTB01                                             1                                                  Fussy 300ml Tubster Base                           1
OFTB03                                             OFTB03                                             1                                                  Fussy 1000ml Tubster Base                          1
OFTB04                                             OFTB04                                             1                                                  Fussy 2250ml Tubster Base                          1
OFTCB01                                            OFTCB01                                            1                                                  Fussy T/C/S Base                                   1
OFTCSL01                                           OFTCSL01                                           1                                                  Fussy T/C/S Lid                                    1
OFTL01                                             OFTL01                                             1                                                  Fussy 300ml Tubster Lid                            1
OFTL04                                             OFTL04                                             1                                                  Fussy 2250ml Tubster Lid                           1
OFTR01                                             OFTR01                                             1                                                  Fussy Oval Trays                                   1
OFTUB1                                             OFTUB1                                             1                                                  Fussy Mini Oval Tub                                1
OFTUM01                                            OFTUM01                                            1                                                  Fussy Tumblers                                     1
OFVE001                                            OFVE001                                            1                                                  Internal Airvents                                  1
OFVEG01                                            OFVEG01                                            1                                                  Fussy Veg Rack Black Tubes                         1
OFVEG01                                            OFVEG01                                            2                                                  Fussy Veg Rack Black Tubes                         1
OFVEG01                                            OFVEG01                                            3                                                  Fussy Veg Rack Black Tubes                         1
OFVEG01                                            OFVEG01                                            4                                                  Fussy Veg Rack Black Tubes                         0
OFVEG02                                            OFVEG02                                            1                                                  Fussy Veg Rack Long Tubes                          1
OFVEG02                                            OFVEG02                                            2                                                  Fussy Veg Rack Long Tubes                          1
OFVEG02                                            OFVEG02                                            3                                                  Fussy Veg Rack Long Tubes                          0
OFVEG02                                            OFVEG02                                            4                                                  Fussy Veg Rack Long Tubes                          0
OFVEG021                                           OFVEG021                                           1                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           2                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           3                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           4                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           5                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           6                                                  Fussy Veg Rack NEW Long Tubes                      1
OFVEG021                                           OFVEG021                                           7                                                  Fussy Veg Rack NEW Long Tubes                      0
OFVEG021                                           OFVEG021                                           8                                                  Fussy Veg Rack NEW Long Tubes                      0
OFVEG03                                            OFVEG03                                            1                                                  Fussy Veg Rack Tops (8cav)                         1
OFVEG04                                            OFVEG04                                            1                                                  Fussy Veg Rack Sqaure                              1
OFVEG041                                           OFVEG041                                           1                                                  Fussy Veg Rack Sqaure White                        1
OFVEG042                                           OFVEG042                                           1                                                  Fussy Veg Rack Sqaure Black                        1
OFVEG043                                           OFVEG043                                           1                                                  Fussy Veg Rack Sqaure Silver                       1
OFVEG05                                            OFVEG05                                            1                                                  Fussy Oval  Veg Rack                               1
OGUT01                                             OGUT01                                             1                                                  Gutter Brackets                                    1
OJ4P01                                             OJ4P01                                             1                                                  Jet 4 Prong Hook Clip                              1
OJDUM01                                            OJDUM01                                            1                                                  Jet Dumbell Runners 20/shot                        1
OJFR001                                            OJFR001                                            1                                                  Jet Wheel Runnes Body/1000                         1
OJFR002                                            OJFR002                                            1                                                  Jet Wheel Runnes Rivot/1000                        1
OJR501                                             OJR501                                             1                                                  Jet R5 Hooks 24/shot                               1
OMFRUN                                             OMFRUN                                             1                                                  Mono C Runners                                     1
OMHRUN01                                           OMHRUN01                                           1                                                  Mono Hush Runners 1000/pk                          1
OSSC01                                             OSSC01                                             1                                                  Super C Caps/1000                                  1
PAL0002                                            PAL0002                                            1                                                  Bulk Paletts Venture                               1
PAL0003                                            PAL0003                                            1                                                  Bulk Paletts Venture-CHEP                          1
POS001                                             POS001                                             1                                                  POSTER FRAME                                       1
POS002                                             POS002                                             1                                                  POSTER SIDE CLIPS (SET OF 5)                       1
POS003                                             POS003                                             1                                                  POSTER FRAME BACK CLIPS (10CAV)                    1
SPEC01                                             SPEC01                                             1                                                  Spectum 2L Square Lid                              1
SPEC02                                             SPEC02                                             1                                                  Spectrum 2L Square Base                            1
TA001                                              TA001                                              1                                                  Taurus Black Handle 1000/box                       1
TA002                                              TA002                                              1                                                  Taurus Tan Handle 1000/box                         1
TRIAL                                              TRIAL                                              1                                                  Trials                                             1
VEN001                                             VEN001                                             1                                                  55950-02160 Nozzle Asy,Def Corolla                 1
VEN002                                             VEN002                                             1                                                  55950-0K010 Nozzle Assy,Def Hi-Lux                 1
VEN003                                             VEN003                                             1                                                  66414-02050 Spacer Rail RH                         1
VEN004                                             VEN004                                             1                                                  66424-02050 Spacer Rail LH                         1
VEN005                                             VEN005                                             1                                                  66413-02020 Spacer Mate RH                         1
VEN006                                             VEN006                                             1                                                  66423-02020 Spacer Mate LH                         1
VEN007                                             VEN007                                             1                                                  76625-0K150 Mud Flap B Large                       1
VEN008                                             VEN008                                             1                                                  76626-0K150 Mud Flap A Large                       1
VEN009                                             VEN009                                             1                                                  76625-0K090 Mud Flap B Small                       1
VEN010                                             VEN010                                             1                                                  76626-0K090 Mud Flap A Small                       1
VEN011                                             VEN011                                             1                                                  SC Component Trolley Child Seat                    1
VEN012                                             VEN012                                             1                                                  SC Component Trolley Back Rest                     1
VEN013                                             VEN013                                             1                                                  SC Component Trolley Swivel Back Rest              1
VEN014                                             VEN014                                             1                                                  SC Component Trolley Divider Flap                  1

(381 rows affected)

=== StatusCategory ===
//For anything Status Category realted later it will have to use the name to link back and get the ID
name                                               isActive
-------------------------------------------------- -----------
A                                                  1
DT                                                 1
Fault                                              0
Idle                                               0
N                                                  1
P                                                  1
SchedDT                                            0
U                                                  1

(8 rows affected)

=== StatusReason ===
DTGroupID                                          name                                                                                                 statusCategoryName                                 isPlannedDown
-------------------------------------------------- ---------------------------------------------------------------------------------------------------- -------------------------------------------------- -------------
MOLD                                               NO CODE                                                                                              U                                                  0
MOLD                                               Chiller Fault                                                                                        U                                                  0
MOLD                                               Heater Fault                                                                                         U                                                  0
MOLD                                               Machine Fault                                                                                        U                                                  0
MOLD                                               Hopper Empty                                                                                         U                                                  0
MOLD                                               Mould Safety                                                                                         U                                                  0
MOLD                                               No Material                                                                                          U                                                  0
MOLD                                               Mould Fault                                                                                          U                                                  0
MOLD                                               No Job                                                                                               N                                                  1
MOLD                                               Plant Shutdown                                                                                       N                                                  1
MOLD                                               Rockware Down                                                                                        N                                                  1
MOLD                                               Change Over                                                                                          P                                                  0

(12 rows affected)

=== ItemDisposition ===
name
-----
SCRAP

(1 row affected)

=== ItemDispositionReason ===
ProcessName                                        name                                                                                                 isActive
-------------------------------------------------- ---------------------------------------------------------------------------------------------------- -----------
Mold                                               NO CODE                                                                                              1
Mold                                               Color Change                                                                                         1
Mold                                               Short Feed                                                                                           1
Mold                                               Warp                                                                                                 1
Mold                                               Water Marks                                                                                          1
Mold                                               Spots                                                                                                1
Mold                                               Unpacked                                                                                             1
Mold                                               Burn Marks                                                                                           1
Mold                                               Mixed Material                                                                                       1
Mold                                               General Rej                                                                                          1
Mold                                               Double Shot                                                                                          1

(11 rows affected)

=== EmployeeRole ===
//Roles are upserted per site by name. Legacy names that match the seeded defaults are reused.
name
----------------------------------------------------------------------------------------------------
CONTRACTOR
OPERATOR

(2 rows affected)

=== Employee ===
//NameID is split on the first space into firstName/lastName. Empty lastName is allowed.
//PIN (Password) is plaintext in the source and is bcrypt-hashed by the importer.
//EmployeeID (Number) and PIN may be NULL — the importer stores null in those cases.
//Role with no matching EmployeeRole falls back to "Operator"; if that is missing too, no site access is created.
NameID                                                                                                                                                                                                   Role                                                                                                 PIN                                                EmployeeID
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ---------------------------------------------------------------------------------------------------- -------------------------------------------------- ----------
                                                                                                                                                                                                         NULL                                                                                                 NULL                                               NULL
1-DAWOOD                                                                                                                                                                                                 Operator                                                                                             6601                                               1
11-ASMEA NOZIBELE                                                                                                                                                                                        Operator                                                                                             6910                                               11
12-SHUMI NOGULA                                                                                                                                                                                          Operator                                                                                             8301                                               12
13-NOMBUSO MAKHOBA                                                                                                                                                                                       Operator                                                                                             8812                                               13
14-DUMI MTHETWA                                                                                                                                                                                          Operator                                                                                             8203                                               14
16-THEMBEKA MBATA                                                                                                                                                                                        Operator                                                                                             9003                                               16
