//Some tables have a BLOB table tied to them. In this case if the row exists increment the version and insert a new entry. If the row doesnt exist use version 1. If the row was unchanged do nothing and leave as is
//Site comes from /prisma/seed/import/config.ts
=== ProcessType ===
//For anything Process realted later it will have to use the name to link back and get the ID
name                                               Description
-------------------------------------------------- ----------------------------------------------------------------------------------------------------
ALL                                                All
ASSY                                               Full Assembly
BLANK                                              BLANK
CNC                                                CNC
MET                                                Metallization
MOLD                                               Molding
N/A                                                N/A
PAINT                                              Paint
SUBASSY                                            Sub Assembly

(9 rows affected)

=== Product ===
//For anything Part realted later it will have to use the name to link back and get the ID
sku                                                                                                  Name                                               weight
WK084                                           WK084                                           1                                                  Tidy 5L Tamper Bucket Base                        1
WK085                                           WK085                                           1                                                  Tidy 5L  Handle                                   1
WK086                                           WK086                                           1                                                  Tidy 5L  Lid                                      1
WK087                                           WK087                                           1                                                  Tidy 5L Square Bucket Base                        1
WK088                                           WK088                                           1                                                  Tidy 5L Square Bucket Handle                      1
WK088                                           WK088                                           2                                                  Tidy 5L Square Bucket Handle                      1
WK089                                           WK089                                           1                                                  Tidy 5L Square Bucket Lid                         1
WK090                                            WK090                                            1                                                  Tidy 9L Bucket Only                               1
WK091                                            WK091                                            1                                                  Tidy 9L Stripe Bucket Only (INDIA)                1
WK092                                            WK092                                            1                                                  Tidy 9L Handle                                    1
WK092                                            WK092                                            2                                                  Tidy 9L Handle                                    1
WK092                                            WK092                                            3                                                  Tidy 9L Handle                                    1
WK093                                            WK093                                            1                                                  Tidy 9L Metal Handle                              1
WK094                                            WK094                                            1                                                  Tidy 9L Jumbo Storer Base                         1
WK095                                            WK095                                            1                                                  Tidy 9L Bucket Lid                                1
WK096                                            WK096                                            1                                                  Tidy Stack & Store Basket Only                    1
WK097                                            WK097                                            1                                                  Tidy Basket Handle                                1
WK098                                            WK098                                            1                                                  Tidy Biscuit Barrel Base Midi                     1
WK099                                            WK099                                            1                                                  Tidy Biscuit Barrel Lid Midi                      1
WK100                                            WK100                                            1                                                  Tidy Biscuit Barrel Mini Base                     1
WK101                                            WK101                                            1                                                  Tidy Biscuit Barrel Mini Lid                      1
WK102                                             WK102                                             1                                                  Tidy Bread Box Base                               1
WK103                                             WK103                                             1                                                  Tidy Bread Box Top                                1
WK104                                              WK104                                              1                                                  Tidy Biscuit Barrel Base Large                    1
WK105                                              WK105                                              1                                                  Tidy Biscuit Barrel Lid Large                     1
WK106                                           WK106                                           1                                                  Tidy Decore 1L Bottle                             1
WK107                                           WK107                                           1                                                  Tidy Decore 1L Bottle Main Cap                    1
WK108                                           WK108                                           1                                                  Tidy Decore 1L Bottle Flap                        1
WK109                                            WK109                                            1                                                  Tidy Styrene Dessert Bowls                        1
WK110                                            WK110                                            1                                                  Tidy Fruit Bowls                                  1
WK111                                           WK111                                           1                                                  Tidy Cereal Base Large                            1
WK111                                           WK111                                           2                                                  Tidy Cereal Base Medium                           0
WK111                                           WK111                                           3                                                  Tidy Cereal Base Small                            0
WK112                                           WK112                                           1                                                  Tidy Cereal Base Small                            1
WK113                                           WK113                                           1                                                  Tidy Cereal Base Medium                           1
WK114                                           WK114                                           1                                                  Tidy Cereal Base Large                            1
WK115                                           WK115                                           1                                                  Tidy Cereal Lid Main                              1
WK115                                           WK115                                           2                                                  Tidy Cereal Lid Main                              1
WK116                                           WK116                                           1                                                  Tidy Cereal Lid Flap                              1
WK116                                           WK116                                           2                                                  Tidy Cereal Lid Flap                              1
WK117                                           WK117                                           1                                                  CHOPPING BOARD                                     1
WK117                                           WK117                                           2                                                  CHOPPING BOARD                                     1
WK118                                             WK118                                             1                                                  Tidy Round Divion Box Base                        1
WK119                                             WK119                                             1                                                  Tidy Round Div Box Lid                            1
WK120                                            WK120                                            1                                                  Tidy Decor 6L Base                                1
WK121                                           WK121                                           1                                                  Tidy Decor 4L Base                                1
WK122                                           WK122                                           1                                                  Tidy Decor 2.5L Slim Base                         1
WK123                                            WK123                                            1                                                  Tidy Decor 6L Lid                                 1
WK124                                            WK124                                            1                                                  Tidy Decor 6L Inner Server                        1
WK125                                            WK125                                            1                                                  Tidy Designer L/Box                               1
WK126                                            WK126                                            1                                                  Tidy Designer Box Handle                          1
WK127                                            WK127                                            1                                                  Tidy Dishrack                                     1
WK128                                           WK128                                           1                                                  Tidy Dishrack White                               1
WK129                                           WK129                                           1                                                  Tidy Dishrack Black                               1
WK130                                           WK130                                           1                                                  Tidy Dishrack Silver                              1
WK131                                           WK131                                           1                                                  Tidy Dessert Spoons 24                            1
WK132                                            WK132                                            1                                                  Tidy Dustpan Large                                1
WK133                                             WK133                                             1                                                  Tidy 750ml Food Storer Base                       1
WK134                                             WK134                                             1                                                  Tidy 1500ml Food Storer Base                      1
WK135                                             WK135                                             1                                                  Tidy 750ml Food Storer Lid                        1
WK136                                             WK136                                             1                                                  Tidy 1500ml Food Storer Lid                       1
WK137                                            WK137                                            1                                                  Tidy Hangers                                      1
WK137                                            WK137                                            2                                                  Tidy Hangers                                      1
WK138                                            WK138                                            1                                                  Tidy Juice Bottle Cap Only                        1
WK138                                            WK138                                            2                                                  Tidy Juice Bottle Cap Only                        1
WK139                                             WK139                                             1                                                  Tidy 350ml Juice Bottle Only                      1
WK140                                            WK140                                            1                                                  Tidy Laundry Basket                               1
WK141                                             WK141                                             1                                                  Tidy Linen Basket Base                            1
WK142                                             WK142                                             1                                                  Tidy Linen Basket Lid                             1
WK143                                             WK143                                             1                                                  Tidy Linen Basket Handle                          1
WK143                                             WK143                                             2                                                  Tidy Linen Basket Handle                          1
WK144                                              WK144                                              1                                                  Tidy 1L Lunch Box Base                            1
WK144                                              WK144                                              2                                                  Tidy 1L Lunch Box Base                            1
WK145                                           WK145                                           1                                                  Tidy Snack Box Base                               1
WK146                                             WK146                                             1                                                  Tidy 1.2 L Step Lunch Box Base                    1
WK147                                             WK147                                             1                                                  Tidy New Mini Lunch Base                          1
WK148                                            WK148                                            1                                                  Tidy Mini Hinged Lunch Box                        1
WK149                                             WK149                                             1                                                  Tidy Jumbo Lunch Box                              1
WK150                                              WK150                                              1                                                  Tidy 1L Lunch Box Lid                             1
WK150                                              WK150                                              2                                                  Tidy 1L Lunch Box Lid                             1
WK151                                           WK151                                           1                                                  Tidy Snack Box Lid                                1
WK152                                             WK152                                             1                                                  Tidy 1.2 L Stepped Lunch Box Lid                  1
WK153                                             WK153                                             1                                                  Tidy New Mini Lunch Lid                           1
WK154                                            WK154                                            1                                                  Tidy Twin Slice Lunch Box Base                    1
WK155                                            WK155                                            1                                                  Tidy Twin Slice Lunch Box Lid                     1
WK156                                           WK156                                           1                                                  Tidy 6.5L Leo Bowl Base                           1
WK157                                           WK157                                           1                                                  Tidy 6.5L Leo Bowl Lid                            1
WK158                                           WK158                                           1                                                  Tidy 10L Leo Bowl Base                            1
WK159                                           WK159                                           1                                                  Tidy 10L Leo Bowl Lid                             1
WK160                                           WK160                                           1                                                  Tidy 4.0L Leo Bowl Base                           1
WK161                                           WK161                                           1                                                  Tidy 4.0L Leo Bowl Lid                            1
WK162                                             WK162                                             1                                                  Tidy Hinge Lunch Box                              1
WK163                                             WK163                                             1                                                  Tidy Bottle Hinged Lunch Box Base                 1
WK164                                             WK164                                             1                                                  Tidy Slim Hinged Lunch Box Base                   1
WK165                                             WK165                                             1                                                  Tidy New Big Hinge Clip                           1
WK165                                             WK165                                             2                                                  Tidy New Big Hinge Clip                           1
WK165                                             WK165                                             3                                                  Tidy New Big Hinge Clip                           1
WK165                                             WK165                                             4                                                  Tidy New Big Hinge Clip                           1
WK165                                             WK165                                             5                                                  Tidy New Big Hinge Clip                           1
WK165                                             WK165                                             6                                                  Tidy New Big Hinge Clip                           1
WK166                                            WK166                                            1                                                  Tidy 24cm Mixing Bowl                             1
WK167                                            WK167                                            1                                                  Tidy 28cm Mixing Bowl                             1
WK168                                            WK168                                            1                                                  Snack Pal Base 500ml                              1
WK169                                           WK169                                           1                                                  Snack Pal Lid 500ml                               1
WK170                                            WK170                                            1                                                  Snack Pal Base 800ml                              1
WK171                                           WK171                                           1                                                  Snack Pal Lid 800ml                               1
WK172                                            WK172                                            1                                                  Snack Pal Base 1500ml                             1
WK173                                           WK173                                           1                                                  Snack Pal Division Base 1500ml                    1
WK174                                           WK174                                           1                                                  Snack Pal Lid 1500ml                              1
WK175                                             WK175                                             1                                                  Tidy Multi Storer Base Large                      1
WK176                                             WK176                                             1                                                  Tidy Multi Storer Base Medium                     1
WK177                                           WK177                                           1                                                  Tidy Multi Storer Base Mini                       1
WK178                                             WK178                                             1                                                  Tidy Multi Storer Base Small                      1
WK179                                             WK179                                             1                                                  Tidy Multi Storer Lid Large                       1
WK180                                             WK180                                             1                                                  Tidy Multi Storer Lid Medium                      1
WK181                                           WK181                                           1                                                  Tidy Multi Storer Lid Mini                        1
WK182                                             WK182                                             1                                                  Tidy Multi Storer Lid Small                       1
WK183                                             WK183                                             1                                                  Tidy 350ml Mugs                                   1
WK183                                             WK183                                             2                                                  Tidy 350ml Mugs                                   1
WK184                                             WK184                                             1                                                  Tidy  Stroke 5 Caps Yellow/1000                   1
WK185                                            WK185                                            1                                                  Tidy Pencil Case                                  1
WK186                                             WK186                                             1                                                  Tidy Deep Plates                                  1
WK186                                             WK186                                             2                                                  Tidy Deep Plates                                  1
WK187                                            WK187                                            1                                                  Tidy Space Saver Base 1000ml                      1
WK188                                            WK188                                            1                                                  Tidy Space Saver Lid 1000ml                       1
WK189                                             WK189                                             1                                                  Tidy Shoe Bix Lid                                 1
WK190                                             WK190                                             1                                                  Tidy Shoe Box Base                                1
WK191                                            WK191                                            1                                                  Tidy Storage Box Base 50L                         1
WK192                                            WK192                                            1                                                  Tidy Storage Box Base 30L                         1
WK193                                            WK193                                            1                                                  Tidy Storage Box Base 1.9L                        1
WK194                                            WK194                                            1                                                  Tidy Storage Box Base 1.7L                        1
WK195                                            WK195                                            1                                                  Tidy Storage Box Base 1.2L                        1
WK196                                            WK196                                            1                                                  Tidy Salad Bowl Base                              1
WK197                                            WK197                                            1                                                  Tidy Storage Box Handles 30/50L                   1
WK197                                            WK197                                            2                                                  Tidy Storage Box Handles 30/50L                   1
WK197                                            WK197                                            3                                                  Tidy Storage Box Handles 30/50L                   1
WK197                                            WK197                                            4                                                  Tidy Storage Box Handles 30/50L                   1
WK198                                            WK198                                            1                                                  Tidy Storage Box Handles 1.2L/1.7L/1.9L           1
WK198                                            WK198                                            2                                                  Tidy Storage Box Handles 1.2L/1.7L/1.9L           1
WK198                                            WK198                                            3                                                  Tidy Storage Box Handles 1.2L/1.7L/1.9L           1
WK198                                            WK198                                            4                                                  Tidy Storage Box Handles 1.2L/1.7L/1.9L           1
WK199                                            WK199                                            1                                                  Tidy Storage Box Lid 30/50L                       1
WK200                                            WK200                                            1                                                  Tidy Storage Box Lid 1.7L                         1
WK201                                            WK201                                            1                                                  Tidy Storage Box Lid 1.2/1.9L                     1
WK201                                            WK201                                            2                                                  Tidy Storage Box Lid 1.2/1.9L                     1
WK202                                            WK202                                            1                                                  Tidy Salad Bowl Lid                               1
WK203                                            WK203                                            1                                                  Tidy Storage Box Wheels 30/50L                    1
WK203                                            WK203                                            2                                                  Tidy Storage Box Wheels 30/50L                    1
WK203                                            WK203                                            3                                                  Tidy Storage Box Wheels 30/50L                    1
WK203                                            WK203                                            4                                                  Tidy Storage Box Wheels 30/50L                    1
WK203                                            WK203                                            5                                                  Tidy Storage Box Wheels 30/50L                    1
WK203                                            WK203                                            6                                                  Tidy Storage Box Wheels 30/50L                    1
WK204                                            WK204                                            1                                                  Tidy Stay Fresh Base 600ml                        1
WK205                                            WK205                                            1                                                  Tidy Stay Fresh Lid 600ml                         1
WK206                                            WK206                                            1                                                  Tidy 500ml Sports Bottle                          1
WK207                                            WK207                                            1                                                  Tidy 300ml Sports Bottle Round                    1
WK208                                           WK208                                           1                                                  Tidy 300ml Sports Bottle Cap                      1
WK208                                           WK208                                           2                                                  Tidy 300ml Sports Bottle Cap                      1
WK209                                           WK209                                           1                                                  Tidy 300ml Sports Bottle Spout                    1
WK209                                           WK209                                           2                                                  Tidy 300ml Sports Bottle Spout                    1
WK209                                           WK209                                           3                                                  Tidy 300ml Sports Bottle Spout                    1
WK210                                            WK210                                            1                                                  Tidy Spice Bowl & Lid                             1
WK211                                            WK211                                            1                                                  Tidy New Spice Lid                                1
WK211                                            WK211                                            2                                                  Tidy New Spice Lid                                1
WK212                                            WK212                                            1                                                  Tidy New Spice Base                               1
WK212                                            WK212                                            2                                                  Tidy New Spice Base                               1
WK213                                            WK213                                            1                                                  Tidy Super Storer Base Large                      1
WK214                                            WK214                                            1                                                  Tidy Super Storer Base Medium                     1
WK215                                            WK215                                            1                                                  Tidy Super Storer Base Small                      1
WK216                                            WK216                                            1                                                  Tidy Super Storer Lid Large                       1
WK217                                            WK217                                            1                                                  Tidy Super Storer Lid Medium                      1
WK218                                            WK218                                            1                                                  Tidy Super Storer Lid Small                       1
WK219                                             WK219                                             1                                                  Tidy 300ml Tubster Base                           1
WK220                                             WK220                                             1                                                  Tidy 1000ml Tubster Base                          1
WK221                                             WK221                                             1                                                  Tidy 2250ml Tubster Base                          1
WK222                                            WK222                                            1                                                  Tidy T/C/S Base                                   1
WK223                                           WK223                                           1                                                  Tidy T/C/S Lid                                    1
WK224                                             WK224                                             1                                                  Tidy 300ml Tubster Lid                            1
WK225                                             WK225                                             1                                                  Tidy 2250ml Tubster Lid                           1
WK226                                             WK226                                             1                                                  Tidy Oval Trays                                   1
WK227                                             WK227                                             1                                                  Tidy Mini Oval Tub                                1
WK228                                            WK228                                            1                                                  Tidy Tumblers                                     1
WK229                                            WK229                                            1                                                  Internal Airvents                                  1
WK230                                            WK230                                            1                                                  Tidy Veg Rack Black Tubes                         1
WK230                                            WK230                                            2                                                  Tidy Veg Rack Black Tubes                         1
WK230                                            WK230                                            3                                                  Tidy Veg Rack Black Tubes                         1
WK230                                            WK230                                            4                                                  Tidy Veg Rack Black Tubes                         1
WK231                                            WK231                                            1                                                  Tidy Veg Rack Long Tubes                          1
WK231                                            WK231                                            2                                                  Tidy Veg Rack Long Tubes                          1
WK231                                            WK231                                            3                                                  Tidy Veg Rack Long Tubes                          0
WK231                                            WK231                                            4                                                  Tidy Veg Rack Long Tubes                          0
WK232                                           WK232                                           1                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           2                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           3                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           4                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           5                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           6                                                  Tidy Veg Rack NEW Long Tubes                      1
WK232                                           WK232                                           7                                                  Tidy Veg Rack NEW Long Tubes                      0
WK232                                           WK232                                           8                                                  Tidy Veg Rack NEW Long Tubes                      0
WK233                                            WK233                                            1                                                  Tidy Veg Rack Tops (8cav)                         1
WK234                                            WK234                                            1                                                  Tidy Veg Rack Sqaure                              1
WK235                                           WK235                                           1                                                  Tidy Veg Rack Sqaure White                        1
WK236                                           WK236                                           1                                                  Tidy Veg Rack Sqaure Black                        1
WK237                                           WK237                                           1                                                  Tidy Veg Rack Sqaure Silver                       1
WK238                                            WK238                                            1                                                  Tidy Oval  Veg Rack                               1
WK239                                             WK239                                             1                                                  Gutter Brackets                                    1
WK240                                             WK240                                             1                                                  Jet 4 Prong Hook Clip                              1
WK241                                            WK241                                            1                                                  Jet Dumbell Runners 20/shot                        1
WK242                                            WK242                                            1                                                  Jet Wheel Runnes Body/1000                         1
WK243                                            WK243                                            1                                                  Jet Wheel Runnes Rivot/1000                        1
WK244                                             WK244                                             1                                                  Jet R5 Hooks 24/shot                               1
WK245                                             WK245                                             1                                                  Solo C Runners                                     1
WK246                                           WK246                                           1                                                  Solo Hush Runners 1000/pk                          1
WK247                                             WK247                                             1                                                  Ultra C Caps/1000                                  1
WK248                                            WK248                                            1                                                  Bulk Paletts Summit                               1
WK249                                            WK249                                            1                                                  Bulk Paletts Summit-LOGX                          1
WK250                                             WK250                                             1                                                  POSTER FRAME                                       1
WK251                                             WK251                                             1                                                  POSTER SIDE CLIPS (SET OF 5)                       1
WK252                                             WK252                                             1                                                  POSTER FRAME BACK CLIPS (10CAV)                    1
WK253                                             WK253                                             1                                                  Radianc 2L Square Lid                              1
WK254                                             WK254                                             1                                                  Radiance 2L Square Base                            1
WK255                                              WK255                                              1                                                  Orion Black Handle 1000/box                       1
WK256                                              WK256                                              1                                                  Orion Tan Handle 1000/box                         1
TRIAL                                              TRIAL                                              1                                                  Trials                                             1
